projection_x_coordinate,projection_y_coordinate,hw_threshold
594000,774000,100
606000,774000,100
618000,774000,100
630000,774000,100
642000,774000,100
654000,774000,100
666000,774000,100
678000,774000,100
690000,774000,100
702000,774000,100
714000,774000,100
726000,774000,100
738000,774000,100
750000,774000,100
762000,774000,100
-210000,762000,100
-198000,762000,100
-186000,762000,100
-174000,762000,100
-162000,762000,100
-150000,762000,100
-138000,762000,100
-126000,762000,100
-114000,762000,100
-102000,762000,100
-90000,762000,100
-78000,762000,100
-66000,762000,100
-54000,762000,100
-42000,762000,25
-30000,762000,25
-18000,762000,25
-6000,762000,25
6000,762000,25
18000,762000,25
30000,762000,25
42000,762000,25
54000,762000,25
66000,762000,25
78000,762000,25
90000,762000,25
102000,762000,25
114000,762000,25
126000,762000,25
138000,762000,25
150000,762000,25
162000,762000,25
174000,762000,25
186000,762000,25
198000,762000,25
210000,762000,25
222000,762000,25
234000,762000,25
246000,762000,25
258000,762000,25
270000,762000,25
282000,762000,25
294000,762000,25
306000,762000,25
318000,762000,25
330000,762000,25
342000,762000,25
354000,762000,25
366000,762000,25
378000,762000,25
390000,762000,25
402000,762000,25
414000,762000,25
426000,762000,25
438000,762000,25
450000,762000,25
462000,762000,25
474000,762000,25
486000,762000,25
498000,762000,25
510000,762000,100
522000,762000,100
534000,762000,100
546000,762000,100
558000,762000,100
570000,762000,100
582000,762000,100
594000,762000,100
606000,762000,100
618000,762000,100
630000,762000,100
642000,762000,100
654000,762000,100
666000,762000,100
678000,762000,100
690000,762000,100
702000,762000,100
714000,762000,100
726000,762000,100
738000,762000,100
750000,762000,100
762000,762000,100
-210000,750000,100
-198000,750000,100
-186000,750000,100
-174000,750000,100
-162000,750000,100
-150000,750000,100
-138000,750000,100
-126000,750000,100
-114000,750000,100
-102000,750000,100
-90000,750000,100
-78000,750000,100
-66000,750000,100
-54000,750000,100
-42000,750000,25
-30000,750000,25
-18000,750000,25
-6000,750000,25
6000,750000,25
18000,750000,25
30000,750000,25
42000,750000,25
54000,750000,25
66000,750000,25
78000,750000,25
90000,750000,25
102000,750000,25
114000,750000,25
126000,750000,25
138000,750000,25
150000,750000,25
162000,750000,25
174000,750000,25
186000,750000,25
198000,750000,25
210000,750000,25
222000,750000,25
234000,750000,25
246000,750000,25
258000,750000,25
270000,750000,25
282000,750000,25
294000,750000,25
306000,750000,25
318000,750000,25
330000,750000,25
342000,750000,25
354000,750000,25
366000,750000,25
378000,750000,25
390000,750000,25
402000,750000,25
414000,750000,25
426000,750000,25
438000,750000,25
450000,750000,25
462000,750000,25
474000,750000,25
486000,750000,25
498000,750000,25
510000,750000,100
522000,750000,100
534000,750000,100
546000,750000,100
558000,750000,100
570000,750000,100
582000,750000,100
594000,750000,100
606000,750000,100
618000,750000,100
630000,750000,100
642000,750000,100
654000,750000,100
666000,750000,100
678000,750000,100
690000,750000,100
702000,750000,100
714000,750000,100
726000,750000,100
738000,750000,100
750000,750000,100
762000,750000,100
-210000,738000,100
-198000,738000,100
-186000,738000,100
-174000,738000,100
-162000,738000,100
-150000,738000,100
-138000,738000,100
-126000,738000,100
-114000,738000,100
-102000,738000,100
-90000,738000,100
-78000,738000,100
-66000,738000,100
-54000,738000,100
-42000,738000,100
-30000,738000,25
-18000,738000,25
-6000,738000,25
6000,738000,25
18000,738000,25
30000,738000,25
42000,738000,25
54000,738000,25
66000,738000,25
78000,738000,25
90000,738000,25
102000,738000,25
114000,738000,25
126000,738000,25
138000,738000,25
150000,738000,25
162000,738000,25
174000,738000,25
186000,738000,25
198000,738000,25
210000,738000,25
222000,738000,25
234000,738000,25
246000,738000,25
258000,738000,25
270000,738000,25
282000,738000,25
294000,738000,25
306000,738000,25
318000,738000,25
330000,738000,25
342000,738000,25
354000,738000,25
366000,738000,25
378000,738000,25
390000,738000,25
402000,738000,25
414000,738000,25
426000,738000,25
438000,738000,25
450000,738000,25
462000,738000,25
474000,738000,25
486000,738000,25
498000,738000,100
510000,738000,100
522000,738000,100
534000,738000,100
546000,738000,100
558000,738000,100
570000,738000,100
582000,738000,100
594000,738000,100
606000,738000,100
618000,738000,100
630000,738000,100
642000,738000,100
654000,738000,100
666000,738000,100
678000,738000,100
690000,738000,100
702000,738000,100
714000,738000,100
726000,738000,100
738000,738000,100
750000,738000,100
762000,738000,100
-210000,726000,100
-198000,726000,100
-186000,726000,100
-174000,726000,100
-162000,726000,100
-150000,726000,100
-138000,726000,100
-126000,726000,100
-114000,726000,100
-102000,726000,100
-90000,726000,100
-78000,726000,100
-66000,726000,100
-54000,726000,100
-42000,726000,100
-30000,726000,25
-18000,726000,25
-6000,726000,25
6000,726000,25
18000,726000,25
30000,726000,25
42000,726000,25
54000,726000,25
66000,726000,25
78000,726000,25
90000,726000,25
102000,726000,25
114000,726000,25
126000,726000,25
138000,726000,25
150000,726000,25
162000,726000,25
174000,726000,25
186000,726000,25
198000,726000,25
210000,726000,25
222000,726000,25
234000,726000,25
246000,726000,25
258000,726000,25
270000,726000,25
282000,726000,25
294000,726000,25
306000,726000,25
318000,726000,25
330000,726000,25
342000,726000,25
354000,726000,25
366000,726000,25
378000,726000,25
390000,726000,25
402000,726000,25
414000,726000,25
426000,726000,25
438000,726000,25
450000,726000,25
462000,726000,25
474000,726000,25
486000,726000,25
498000,726000,100
510000,726000,100
522000,726000,100
534000,726000,100
546000,726000,100
558000,726000,100
570000,726000,100
582000,726000,100
594000,726000,100
606000,726000,100
618000,726000,100
630000,726000,100
642000,726000,100
654000,726000,100
666000,726000,100
678000,726000,100
690000,726000,100
702000,726000,100
714000,726000,100
726000,726000,100
738000,726000,100
750000,726000,100
762000,726000,100
-210000,714000,100
-198000,714000,100
-186000,714000,100
-174000,714000,100
-162000,714000,100
-150000,714000,100
-138000,714000,100
-126000,714000,100
-114000,714000,100
-102000,714000,100
-90000,714000,100
-78000,714000,100
-66000,714000,100
-54000,714000,100
-42000,714000,100
-30000,714000,100
-18000,714000,25
-6000,714000,25
6000,714000,25
18000,714000,25
30000,714000,25
42000,714000,25
54000,714000,25
66000,714000,25
78000,714000,25
90000,714000,25
102000,714000,25
114000,714000,25
126000,714000,25
138000,714000,25
150000,714000,25
162000,714000,25
174000,714000,25
186000,714000,25
198000,714000,25
210000,714000,25
222000,714000,25
234000,714000,25
246000,714000,25
258000,714000,25
270000,714000,25
282000,714000,25
294000,714000,25
306000,714000,25
318000,714000,25
330000,714000,25
342000,714000,25
354000,714000,25
366000,714000,25
378000,714000,25
390000,714000,25
402000,714000,25
414000,714000,25
426000,714000,25
438000,714000,25
450000,714000,25
462000,714000,25
474000,714000,25
486000,714000,25
498000,714000,25
510000,714000,100
522000,714000,100
534000,714000,100
546000,714000,100
558000,714000,100
570000,714000,100
582000,714000,100
594000,714000,100
606000,714000,100
618000,714000,100
630000,714000,100
642000,714000,100
654000,714000,100
666000,714000,100
678000,714000,100
690000,714000,100
702000,714000,100
714000,714000,100
726000,714000,100
738000,714000,100
750000,714000,100
762000,714000,100
-210000,702000,100
-198000,702000,100
-186000,702000,100
-174000,702000,100
-162000,702000,100
-150000,702000,100
-138000,702000,100
-126000,702000,100
-114000,702000,100
-102000,702000,100
-90000,702000,100
-78000,702000,100
-66000,702000,100
-54000,702000,100
-42000,702000,100
-30000,702000,100
-18000,702000,100
-6000,702000,25
6000,702000,25
18000,702000,25
30000,702000,25
42000,702000,25
54000,702000,25
66000,702000,25
78000,702000,25
90000,702000,25
102000,702000,25
114000,702000,25
126000,702000,25
138000,702000,25
150000,702000,25
162000,702000,25
174000,702000,25
186000,702000,25
198000,702000,25
210000,702000,25
222000,702000,25
234000,702000,25
246000,702000,25
258000,702000,25
270000,702000,25
282000,702000,25
294000,702000,25
306000,702000,25
318000,702000,25
330000,702000,25
342000,702000,25
354000,702000,25
366000,702000,25
378000,702000,25
390000,702000,25
402000,702000,25
414000,702000,25
426000,702000,25
438000,702000,25
450000,702000,25
462000,702000,25
474000,702000,25
486000,702000,25
498000,702000,25
510000,702000,25
522000,702000,100
534000,702000,100
546000,702000,100
558000,702000,100
570000,702000,100
582000,702000,100
594000,702000,100
606000,702000,100
618000,702000,100
630000,702000,100
642000,702000,100
654000,702000,100
666000,702000,100
678000,702000,100
690000,702000,100
702000,702000,100
714000,702000,100
726000,702000,100
738000,702000,100
750000,702000,100
762000,702000,100
-210000,690000,100
-198000,690000,100
-186000,690000,100
-174000,690000,100
-162000,690000,100
-150000,690000,100
-138000,690000,100
-126000,690000,100
-114000,690000,100
-102000,690000,100
-90000,690000,100
-78000,690000,100
-66000,690000,100
-54000,690000,100
-42000,690000,100
-30000,690000,100
-18000,690000,100
-6000,690000,100
6000,690000,100
18000,690000,25
30000,690000,25
42000,690000,25
54000,690000,25
66000,690000,25
78000,690000,25
90000,690000,25
102000,690000,25
114000,690000,25
126000,690000,25
138000,690000,25
150000,690000,25
162000,690000,25
174000,690000,25
186000,690000,25
198000,690000,25
210000,690000,25
222000,690000,25
234000,690000,25
246000,690000,25
258000,690000,25
270000,690000,25
282000,690000,25
294000,690000,25
306000,690000,25
318000,690000,25
330000,690000,25
342000,690000,25
354000,690000,25
366000,690000,25
378000,690000,25
390000,690000,25
402000,690000,25
414000,690000,25
426000,690000,25
438000,690000,25
450000,690000,25
462000,690000,25
474000,690000,25
486000,690000,25
498000,690000,25
510000,690000,25
522000,690000,100
534000,690000,100
546000,690000,100
558000,690000,100
570000,690000,100
582000,690000,100
594000,690000,100
606000,690000,100
618000,690000,100
630000,690000,100
642000,690000,100
654000,690000,100
666000,690000,100
678000,690000,100
690000,690000,100
702000,690000,100
714000,690000,100
726000,690000,100
738000,690000,100
750000,690000,100
762000,690000,100
-210000,678000,100
-198000,678000,100
-186000,678000,100
-174000,678000,100
-162000,678000,100
-150000,678000,100
-138000,678000,100
-126000,678000,100
-114000,678000,100
-102000,678000,100
-90000,678000,100
-78000,678000,100
-66000,678000,100
-54000,678000,100
-42000,678000,100
-30000,678000,100
-18000,678000,100
-6000,678000,25
6000,678000,25
18000,678000,25
30000,678000,25
42000,678000,25
54000,678000,25
66000,678000,25
78000,678000,25
90000,678000,25
102000,678000,25
114000,678000,25
126000,678000,25
138000,678000,25
150000,678000,25
162000,678000,25
174000,678000,25
186000,678000,25
198000,678000,25
210000,678000,25
222000,678000,25
234000,678000,25
246000,678000,25
258000,678000,25
270000,678000,25
282000,678000,25
294000,678000,25
306000,678000,25
318000,678000,25
330000,678000,25
342000,678000,25
354000,678000,25
366000,678000,25
378000,678000,25
390000,678000,25
402000,678000,25
414000,678000,25
426000,678000,25
438000,678000,25
450000,678000,25
462000,678000,25
474000,678000,25
486000,678000,25
498000,678000,25
510000,678000,25
522000,678000,25
534000,678000,100
546000,678000,100
558000,678000,100
570000,678000,100
582000,678000,100
594000,678000,100
606000,678000,100
618000,678000,100
630000,678000,100
642000,678000,100
654000,678000,100
666000,678000,100
678000,678000,100
690000,678000,100
702000,678000,100
714000,678000,100
726000,678000,100
738000,678000,100
750000,678000,100
762000,678000,100
-210000,666000,100
-198000,666000,100
-186000,666000,100
-174000,666000,100
-162000,666000,100
-150000,666000,100
-138000,666000,100
-126000,666000,100
-114000,666000,100
-102000,666000,100
-90000,666000,100
-78000,666000,100
-66000,666000,100
-54000,666000,100
-42000,666000,100
-30000,666000,100
-18000,666000,25
-6000,666000,25
6000,666000,25
18000,666000,25
30000,666000,25
42000,666000,25
54000,666000,25
66000,666000,25
78000,666000,25
90000,666000,25
102000,666000,25
114000,666000,25
126000,666000,25
138000,666000,25
150000,666000,25
162000,666000,25
174000,666000,25
186000,666000,25
198000,666000,25
210000,666000,25
222000,666000,25
234000,666000,25
246000,666000,25
258000,666000,25
270000,666000,25
282000,666000,25
294000,666000,25
306000,666000,25
318000,666000,25
330000,666000,25
342000,666000,25
354000,666000,25
366000,666000,25
378000,666000,25
390000,666000,25
402000,666000,25
414000,666000,25
426000,666000,25
438000,666000,25
450000,666000,25
462000,666000,25
474000,666000,25
486000,666000,25
498000,666000,25
510000,666000,25
522000,666000,25
534000,666000,100
546000,666000,100
558000,666000,100
570000,666000,100
582000,666000,100
594000,666000,100
606000,666000,100
618000,666000,100
630000,666000,100
642000,666000,100
654000,666000,100
666000,666000,100
678000,666000,100
690000,666000,100
702000,666000,100
714000,666000,100
726000,666000,100
738000,666000,100
750000,666000,100
762000,666000,100
-210000,654000,100
-198000,654000,100
-186000,654000,100
-174000,654000,100
-162000,654000,100
-150000,654000,100
-138000,654000,100
-126000,654000,100
-114000,654000,100
-102000,654000,100
-90000,654000,100
-78000,654000,100
-66000,654000,100
-54000,654000,100
-42000,654000,100
-30000,654000,25
-18000,654000,25
-6000,654000,25
6000,654000,25
18000,654000,25
30000,654000,25
42000,654000,25
54000,654000,25
66000,654000,25
78000,654000,25
90000,654000,25
102000,654000,25
114000,654000,25
126000,654000,25
138000,654000,25
150000,654000,25
162000,654000,25
174000,654000,25
186000,654000,25
198000,654000,25
210000,654000,25
222000,654000,25
234000,654000,25
246000,654000,25
258000,654000,25
270000,654000,25
282000,654000,25
294000,654000,25
306000,654000,25
318000,654000,25
330000,654000,25
342000,654000,25
354000,654000,25
366000,654000,25
378000,654000,25
390000,654000,25
402000,654000,25
414000,654000,25
426000,654000,25
438000,654000,25
450000,654000,25
462000,654000,25
474000,654000,25
486000,654000,25
498000,654000,25
510000,654000,25
522000,654000,25
534000,654000,25
546000,654000,100
558000,654000,100
570000,654000,100
582000,654000,100
594000,654000,100
606000,654000,100
618000,654000,100
630000,654000,100
642000,654000,100
654000,654000,100
666000,654000,100
678000,654000,100
690000,654000,100
702000,654000,100
714000,654000,100
726000,654000,100
738000,654000,100
750000,654000,100
762000,654000,100
-210000,642000,100
-198000,642000,100
-186000,642000,100
-174000,642000,100
-162000,642000,100
-150000,642000,100
-138000,642000,100
-126000,642000,100
-114000,642000,100
-102000,642000,100
-90000,642000,100
-78000,642000,100
-66000,642000,100
-54000,642000,100
-42000,642000,25
-30000,642000,25
-18000,642000,25
-6000,642000,25
6000,642000,25
18000,642000,25
30000,642000,25
42000,642000,25
54000,642000,25
66000,642000,25
78000,642000,25
90000,642000,25
102000,642000,25
114000,642000,25
126000,642000,25
138000,642000,25
150000,642000,25
162000,642000,25
174000,642000,25
186000,642000,25
198000,642000,25
210000,642000,25
222000,642000,25
234000,642000,25
246000,642000,25
258000,642000,25
270000,642000,25
282000,642000,25
294000,642000,25
306000,642000,25
318000,642000,25
330000,642000,25
342000,642000,25
354000,642000,25
366000,642000,25
378000,642000,25
390000,642000,25
402000,642000,25
414000,642000,25
426000,642000,25
438000,642000,25
450000,642000,25
462000,642000,25
474000,642000,25
486000,642000,25
498000,642000,25
510000,642000,25
522000,642000,25
534000,642000,25
546000,642000,100
558000,642000,100
570000,642000,100
582000,642000,100
594000,642000,100
606000,642000,100
618000,642000,100
630000,642000,100
642000,642000,100
654000,642000,100
666000,642000,100
678000,642000,100
690000,642000,100
702000,642000,100
714000,642000,100
726000,642000,100
738000,642000,100
750000,642000,100
762000,642000,100
-210000,630000,100
-198000,630000,100
-186000,630000,100
-174000,630000,100
-162000,630000,100
-150000,630000,100
-138000,630000,100
-126000,630000,100
-114000,630000,100
-102000,630000,100
-90000,630000,100
-78000,630000,100
-66000,630000,100
-54000,630000,25
-42000,630000,25
-30000,630000,25
-18000,630000,25
-6000,630000,25
6000,630000,25
18000,630000,25
30000,630000,25
42000,630000,25
54000,630000,25
66000,630000,25
78000,630000,25
90000,630000,25
102000,630000,25
114000,630000,25
126000,630000,25
138000,630000,25
150000,630000,25
162000,630000,25
174000,630000,25
186000,630000,25
198000,630000,25
210000,630000,25
222000,630000,25
234000,630000,25
246000,630000,25
258000,630000,25
270000,630000,25
282000,630000,25
294000,630000,25
306000,630000,25
318000,630000,25
330000,630000,25
342000,630000,25
354000,630000,25
366000,630000,25
378000,630000,25
390000,630000,25
402000,630000,25
414000,630000,25
426000,630000,25
438000,630000,25
450000,630000,25
462000,630000,25
474000,630000,25
486000,630000,25
498000,630000,25
510000,630000,25
522000,630000,25
534000,630000,25
546000,630000,100
558000,630000,100
570000,630000,100
582000,630000,100
594000,630000,100
606000,630000,100
618000,630000,100
630000,630000,100
642000,630000,100
654000,630000,100
666000,630000,100
678000,630000,100
690000,630000,100
702000,630000,100
714000,630000,100
726000,630000,100
738000,630000,100
750000,630000,100
762000,630000,100
-210000,618000,100
-198000,618000,100
-186000,618000,100
-174000,618000,100
-162000,618000,100
-150000,618000,100
-138000,618000,100
-126000,618000,100
-114000,618000,100
-102000,618000,100
-90000,618000,100
-78000,618000,100
-66000,618000,25
-54000,618000,25
-42000,618000,25
-30000,618000,25
-18000,618000,25
-6000,618000,25
6000,618000,25
18000,618000,25
30000,618000,25
42000,618000,25
54000,618000,25
66000,618000,25
78000,618000,25
90000,618000,25
102000,618000,25
114000,618000,25
126000,618000,25
138000,618000,25
150000,618000,25
162000,618000,25
174000,618000,25
186000,618000,25
198000,618000,25
210000,618000,25
222000,618000,25
234000,618000,25
246000,618000,25
258000,618000,25
270000,618000,25
282000,618000,25
294000,618000,25
306000,618000,25
318000,618000,25
330000,618000,25
342000,618000,25
354000,618000,25
366000,618000,25
378000,618000,25
390000,618000,25
402000,618000,25
414000,618000,25
426000,618000,25
438000,618000,25
450000,618000,25
462000,618000,25
474000,618000,25
486000,618000,25
498000,618000,25
510000,618000,25
522000,618000,25
534000,618000,25
546000,618000,100
558000,618000,100
570000,618000,100
582000,618000,100
594000,618000,100
606000,618000,100
618000,618000,100
630000,618000,100
642000,618000,100
654000,618000,100
666000,618000,100
678000,618000,100
690000,618000,100
702000,618000,100
714000,618000,100
726000,618000,100
738000,618000,100
750000,618000,100
762000,618000,100
-210000,606000,100
-198000,606000,100
-186000,606000,100
-174000,606000,100
-162000,606000,100
-150000,606000,100
-138000,606000,100
-126000,606000,100
-114000,606000,100
-102000,606000,100
-90000,606000,100
-78000,606000,25
-66000,606000,25
-54000,606000,25
-42000,606000,25
-30000,606000,25
-18000,606000,25
-6000,606000,25
6000,606000,25
18000,606000,25
30000,606000,25
42000,606000,25
54000,606000,25
66000,606000,25
78000,606000,25
90000,606000,25
102000,606000,25
114000,606000,25
126000,606000,25
138000,606000,25
150000,606000,25
162000,606000,25
174000,606000,25
186000,606000,25
198000,606000,25
210000,606000,25
222000,606000,25
234000,606000,25
246000,606000,25
258000,606000,25
270000,606000,25
282000,606000,25
294000,606000,25
306000,606000,25
318000,606000,25
330000,606000,25
342000,606000,25
354000,606000,25
366000,606000,25
378000,606000,25
390000,606000,25
402000,606000,25
414000,606000,25
426000,606000,25
438000,606000,25
450000,606000,25
462000,606000,25
474000,606000,25
486000,606000,25
498000,606000,25
510000,606000,25
522000,606000,25
534000,606000,25
546000,606000,25
558000,606000,25
570000,606000,100
582000,606000,100
594000,606000,100
606000,606000,100
618000,606000,100
630000,606000,100
642000,606000,100
654000,606000,100
666000,606000,100
678000,606000,100
690000,606000,100
702000,606000,100
714000,606000,100
726000,606000,100
738000,606000,100
750000,606000,100
762000,606000,100
-210000,594000,100
-198000,594000,100
-186000,594000,100
-174000,594000,100
-162000,594000,100
-150000,594000,100
-138000,594000,100
-126000,594000,100
-114000,594000,100
-102000,594000,100
-90000,594000,25
-78000,594000,25
-66000,594000,25
-54000,594000,25
-42000,594000,25
-30000,594000,25
-18000,594000,25
-6000,594000,25
6000,594000,25
18000,594000,25
30000,594000,25
42000,594000,25
54000,594000,25
66000,594000,25
78000,594000,25
90000,594000,25
102000,594000,25
114000,594000,25
126000,594000,25
138000,594000,25
150000,594000,25
162000,594000,25
174000,594000,25
186000,594000,25
198000,594000,25
210000,594000,25
222000,594000,25
234000,594000,25
246000,594000,25
258000,594000,25
270000,594000,25
282000,594000,25
294000,594000,25
306000,594000,25
318000,594000,25
330000,594000,25
342000,594000,25
354000,594000,25
366000,594000,25
378000,594000,25
390000,594000,25
402000,594000,25
414000,594000,25
426000,594000,25
438000,594000,25
450000,594000,25
462000,594000,25
474000,594000,25
486000,594000,25
498000,594000,25
510000,594000,25
522000,594000,25
534000,594000,25
546000,594000,25
558000,594000,25
570000,594000,25
582000,594000,100
594000,594000,100
606000,594000,100
618000,594000,100
630000,594000,100
642000,594000,100
654000,594000,100
666000,594000,100
678000,594000,100
690000,594000,100
702000,594000,100
714000,594000,100
726000,594000,100
738000,594000,100
750000,594000,100
762000,594000,100
-210000,582000,100
-198000,582000,100
-186000,582000,100
-174000,582000,100
-162000,582000,100
-150000,582000,100
-138000,582000,100
-126000,582000,100
-114000,582000,100
-102000,582000,100
-90000,582000,25
-78000,582000,25
-66000,582000,25
-54000,582000,25
-42000,582000,25
-30000,582000,25
-18000,582000,25
-6000,582000,25
6000,582000,25
18000,582000,25
30000,582000,25
42000,582000,25
54000,582000,25
66000,582000,25
78000,582000,25
90000,582000,25
102000,582000,25
114000,582000,25
126000,582000,25
138000,582000,25
150000,582000,25
162000,582000,25
174000,582000,25
186000,582000,25
198000,582000,25
210000,582000,25
222000,582000,25
234000,582000,25
246000,582000,25
258000,582000,25
270000,582000,25
282000,582000,25
294000,582000,25
306000,582000,25
318000,582000,25
330000,582000,25
342000,582000,25
354000,582000,25
366000,582000,25
378000,582000,25
390000,582000,25
402000,582000,25
414000,582000,25
426000,582000,25
438000,582000,25
450000,582000,25
462000,582000,25
474000,582000,25
486000,582000,25
498000,582000,25
510000,582000,25
522000,582000,25
534000,582000,25
546000,582000,25
558000,582000,25
570000,582000,25
582000,582000,25
594000,582000,100
606000,582000,100
618000,582000,100
630000,582000,100
642000,582000,100
654000,582000,100
666000,582000,100
678000,582000,100
690000,582000,100
702000,582000,100
714000,582000,100
726000,582000,100
738000,582000,100
750000,582000,100
762000,582000,100
-210000,570000,100
-198000,570000,100
-186000,570000,100
-174000,570000,100
-162000,570000,100
-150000,570000,100
-138000,570000,100
-126000,570000,100
-114000,570000,100
-102000,570000,25
-90000,570000,25
-78000,570000,25
-66000,570000,25
-54000,570000,25
-42000,570000,25
-30000,570000,25
-18000,570000,25
-6000,570000,25
6000,570000,25
18000,570000,25
30000,570000,25
42000,570000,25
54000,570000,25
66000,570000,25
78000,570000,25
90000,570000,25
102000,570000,25
114000,570000,25
126000,570000,25
138000,570000,25
150000,570000,25
162000,570000,25
174000,570000,25
186000,570000,25
198000,570000,25
210000,570000,25
222000,570000,25
234000,570000,25
246000,570000,25
258000,570000,25
270000,570000,25
282000,570000,25
294000,570000,25
306000,570000,25
318000,570000,25
330000,570000,25
342000,570000,25
354000,570000,25
366000,570000,25
378000,570000,25
390000,570000,25
402000,570000,25
414000,570000,25
426000,570000,25
438000,570000,25
450000,570000,25
462000,570000,25
474000,570000,25
486000,570000,25
498000,570000,25
510000,570000,25
522000,570000,25
534000,570000,25
546000,570000,25
558000,570000,25
570000,570000,25
582000,570000,25
594000,570000,25
606000,570000,100
618000,570000,100
630000,570000,100
642000,570000,100
654000,570000,100
666000,570000,100
678000,570000,100
690000,570000,100
702000,570000,100
714000,570000,100
726000,570000,100
738000,570000,100
750000,570000,100
762000,570000,100
-210000,558000,100
-198000,558000,100
-186000,558000,100
-174000,558000,100
-162000,558000,100
-150000,558000,100
-138000,558000,100
-126000,558000,100
-114000,558000,100
-102000,558000,25
-90000,558000,25
-78000,558000,25
-66000,558000,25
-54000,558000,25
-42000,558000,25
-30000,558000,25
-18000,558000,25
-6000,558000,25
6000,558000,25
18000,558000,25
30000,558000,25
42000,558000,25
54000,558000,25
66000,558000,25
78000,558000,25
90000,558000,25
102000,558000,25
114000,558000,25
126000,558000,25
138000,558000,25
150000,558000,25
162000,558000,25
174000,558000,25
186000,558000,25
198000,558000,25
210000,558000,25
222000,558000,25
234000,558000,25
246000,558000,25
258000,558000,25
270000,558000,25
282000,558000,25
294000,558000,25
306000,558000,25
318000,558000,25
330000,558000,25
342000,558000,25
354000,558000,25
366000,558000,25
378000,558000,25
390000,558000,25
402000,558000,25
414000,558000,25
426000,558000,25
438000,558000,25
450000,558000,25
462000,558000,25
474000,558000,25
486000,558000,25
498000,558000,25
510000,558000,25
522000,558000,25
534000,558000,25
546000,558000,25
558000,558000,25
570000,558000,25
582000,558000,25
594000,558000,25
606000,558000,100
618000,558000,100
630000,558000,100
642000,558000,100
654000,558000,100
666000,558000,100
678000,558000,100
690000,558000,100
702000,558000,100
714000,558000,100
726000,558000,100
738000,558000,100
750000,558000,100
762000,558000,100
-210000,546000,100
-198000,546000,100
-186000,546000,100
-174000,546000,100
-162000,546000,100
-150000,546000,100
-138000,546000,100
-126000,546000,100
-114000,546000,100
-102000,546000,25
-90000,546000,25
-78000,546000,25
-66000,546000,25
-54000,546000,25
-42000,546000,25
-30000,546000,25
-18000,546000,25
-6000,546000,25
6000,546000,25
18000,546000,25
30000,546000,25
42000,546000,25
54000,546000,25
66000,546000,25
78000,546000,25
90000,546000,25
102000,546000,25
114000,546000,25
126000,546000,25
138000,546000,25
150000,546000,25
162000,546000,25
174000,546000,25
186000,546000,25
198000,546000,25
210000,546000,25
222000,546000,25
234000,546000,25
246000,546000,25
258000,546000,25
270000,546000,25
282000,546000,25
294000,546000,25
306000,546000,25
318000,546000,25
330000,546000,25
342000,546000,25
354000,546000,25
366000,546000,25
378000,546000,25
390000,546000,25
402000,546000,25
414000,546000,25
426000,546000,25
438000,546000,25
450000,546000,25
462000,546000,25
474000,546000,25
486000,546000,25
498000,546000,25
510000,546000,25
522000,546000,25
534000,546000,25
546000,546000,25
558000,546000,25
570000,546000,25
582000,546000,25
594000,546000,25
606000,546000,25
618000,546000,100
630000,546000,100
642000,546000,100
654000,546000,100
666000,546000,100
678000,546000,100
690000,546000,100
702000,546000,100
714000,546000,100
726000,546000,100
738000,546000,100
750000,546000,100
762000,546000,100
-210000,534000,100
-198000,534000,100
-186000,534000,100
-174000,534000,100
-162000,534000,100
-150000,534000,100
-138000,534000,100
-126000,534000,100
-114000,534000,100
-102000,534000,25
-90000,534000,25
-78000,534000,25
-66000,534000,25
-54000,534000,25
-42000,534000,25
-30000,534000,25
-18000,534000,25
-6000,534000,25
6000,534000,25
18000,534000,25
30000,534000,25
42000,534000,25
54000,534000,25
66000,534000,25
78000,534000,25
90000,534000,25
102000,534000,25
114000,534000,25
126000,534000,25
138000,534000,25
150000,534000,25
162000,534000,25
174000,534000,25
186000,534000,25
198000,534000,25
210000,534000,25
222000,534000,25
234000,534000,25
246000,534000,25
258000,534000,25
270000,534000,25
282000,534000,25
294000,534000,25
306000,534000,25
318000,534000,25
330000,534000,25
342000,534000,25
354000,534000,25
366000,534000,25
378000,534000,25
390000,534000,25
402000,534000,25
414000,534000,25
426000,534000,25
438000,534000,25
450000,534000,25
462000,534000,25
474000,534000,25
486000,534000,25
498000,534000,25
510000,534000,25
522000,534000,25
534000,534000,25
546000,534000,25
558000,534000,25
570000,534000,25
582000,534000,25
594000,534000,25
606000,534000,25
618000,534000,100
630000,534000,100
642000,534000,100
654000,534000,100
666000,534000,100
678000,534000,100
690000,534000,100
702000,534000,100
714000,534000,100
726000,534000,100
738000,534000,100
750000,534000,100
762000,534000,100
-210000,522000,100
-198000,522000,100
-186000,522000,100
-174000,522000,100
-162000,522000,100
-150000,522000,100
-138000,522000,100
-126000,522000,100
-114000,522000,25
-102000,522000,25
-90000,522000,25
-78000,522000,25
-66000,522000,25
-54000,522000,25
-42000,522000,25
-30000,522000,25
-18000,522000,25
-6000,522000,25
6000,522000,25
18000,522000,25
30000,522000,25
42000,522000,25
54000,522000,25
66000,522000,25
78000,522000,25
90000,522000,25
102000,522000,25
114000,522000,25
126000,522000,25
138000,522000,25
150000,522000,25
162000,522000,25
174000,522000,25
186000,522000,25
198000,522000,25
210000,522000,25
222000,522000,25
234000,522000,25
246000,522000,25
258000,522000,25
270000,522000,25
282000,522000,25
294000,522000,25
306000,522000,25
