projection_x_coordinate,projection_y_coordinate,hw_threshold
66000,1014000,25
78000,1014000,25
90000,1014000,25
102000,1014000,25
114000,1014000,25
126000,1014000,25
138000,1014000,25
150000,1014000,25
162000,1014000,25
174000,1014000,25
186000,1014000,25
198000,1014000,25
210000,1014000,25
222000,1014000,25
234000,1014000,25
246000,1014000,25
258000,1014000,25
270000,1014000,25
282000,1014000,25
294000,1014000,25
306000,1014000,25
318000,1014000,25
330000,1014000,25
342000,1014000,25
354000,1014000,25
366000,1014000,25
378000,1014000,25
390000,1014000,25
402000,1014000,25
414000,1014000,25
426000,1014000,25
438000,1014000,25
450000,1014000,25
462000,1014000,25
474000,1014000,25
486000,1014000,25
498000,1014000,100
510000,1014000,100
522000,1014000,100
534000,1014000,100
546000,1014000,100
558000,1014000,100
570000,1014000,100
582000,1014000,100
594000,1014000,100
606000,1014000,100
618000,1014000,100
630000,1014000,100
642000,1014000,100
654000,1014000,100
666000,1014000,100
678000,1014000,100
690000,1014000,100
702000,1014000,100
714000,1014000,100
726000,1014000,100
738000,1014000,100
750000,1014000,100
762000,1014000,100
-210000,1002000,100
-198000,1002000,100
-186000,1002000,100
-174000,1002000,100
-162000,1002000,100
-150000,1002000,100
-138000,1002000,100
-126000,1002000,100
-114000,1002000,100
-102000,1002000,100
-90000,1002000,100
-78000,1002000,100
-66000,1002000,100
-54000,1002000,100
-42000,1002000,100
-30000,1002000,100
-18000,1002000,100
-6000,1002000,100
6000,1002000,25
18000,1002000,25
30000,1002000,25
42000,1002000,25
54000,1002000,25
66000,1002000,25
78000,1002000,25
90000,1002000,25
102000,1002000,25
114000,1002000,25
126000,1002000,25
138000,1002000,25
150000,1002000,25
162000,1002000,25
174000,1002000,25
186000,1002000,25
198000,1002000,25
210000,1002000,25
222000,1002000,25
234000,1002000,25
246000,1002000,25
258000,1002000,25
270000,1002000,25
282000,1002000,25
294000,1002000,25
306000,1002000,25
318000,1002000,25
330000,1002000,25
342000,1002000,25
354000,1002000,25
366000,1002000,25
378000,1002000,25
390000,1002000,25
402000,1002000,25
414000,1002000,25
426000,1002000,25
438000,1002000,25
450000,1002000,25
462000,1002000,100
474000,1002000,100
486000,1002000,100
498000,1002000,100
510000,1002000,100
522000,1002000,100
534000,1002000,100
546000,1002000,100
558000,1002000,100
570000,1002000,100
582000,1002000,100
594000,1002000,100
606000,1002000,100
618000,1002000,100
630000,1002000,100
642000,1002000,100
654000,1002000,100
666000,1002000,100
678000,1002000,100
690000,1002000,100
702000,1002000,100
714000,1002000,100
726000,1002000,100
738000,1002000,100
750000,1002000,100
762000,1002000,100
-210000,990000,100
-198000,990000,100
-186000,990000,100
-174000,990000,100
-162000,990000,100
-150000,990000,100
-138000,990000,100
-126000,990000,100
-114000,990000,100
-102000,990000,100
-90000,990000,100
-78000,990000,100
-66000,990000,100
-54000,990000,100
-42000,990000,100
-30000,990000,100
-18000,990000,100
-6000,990000,100
6000,990000,25
18000,990000,25
30000,990000,25
42000,990000,25
54000,990000,25
66000,990000,25
78000,990000,25
90000,990000,25
102000,990000,25
114000,990000,25
126000,990000,25
138000,990000,25
150000,990000,25
162000,990000,25
174000,990000,25
186000,990000,25
198000,990000,25
210000,990000,25
222000,990000,25
234000,990000,25
246000,990000,25
258000,990000,25
270000,990000,25
282000,990000,25
294000,990000,25
306000,990000,25
318000,990000,25
330000,990000,25
342000,990000,25
354000,990000,25
366000,990000,25
378000,990000,25
390000,990000,25
402000,990000,25
414000,990000,25
426000,990000,25
438000,990000,25
450000,990000,25
462000,990000,100
474000,990000,100
486000,990000,100
498000,990000,100
510000,990000,100
522000,990000,100
534000,990000,100
546000,990000,100
558000,990000,100
570000,990000,100
582000,990000,100
594000,990000,100
606000,990000,100
618000,990000,100
630000,990000,100
642000,990000,100
654000,990000,100
666000,990000,100
678000,990000,100
690000,990000,100
702000,990000,100
714000,990000,100
726000,990000,100
738000,990000,100
750000,990000,100
762000,990000,100
-210000,978000,100
-198000,978000,100
-186000,978000,100
-174000,978000,100
-162000,978000,100
-150000,978000,100
-138000,978000,100
-126000,978000,100
-114000,978000,100
-102000,978000,100
-90000,978000,100
-78000,978000,100
-66000,978000,100
-54000,978000,100
-42000,978000,100
-30000,978000,100
-18000,978000,100
-6000,978000,25
6000,978000,25
18000,978000,25
30000,978000,25
42000,978000,25
54000,978000,25
66000,978000,25
78000,978000,25
90000,978000,25
102000,978000,25
114000,978000,25
126000,978000,25
138000,978000,25
150000,978000,25
162000,978000,25
174000,978000,25
186000,978000,25
198000,978000,25
210000,978000,25
222000,978000,25
234000,978000,25
246000,978000,25
258000,978000,25
270000,978000,25
282000,978000,25
294000,978000,25
306000,978000,25
318000,978000,25
330000,978000,25
342000,978000,25
354000,978000,25
366000,978000,25
378000,978000,25
390000,978000,25
402000,978000,25
414000,978000,25
426000,978000,25
438000,978000,25
450000,978000,25
462000,978000,100
474000,978000,100
486000,978000,100
498000,978000,100
510000,978000,100
522000,978000,100
534000,978000,100
546000,978000,100
558000,978000,100
570000,978000,100
582000,978000,100
594000,978000,100
606000,978000,100
618000,978000,100
630000,978000,100
642000,978000,100
654000,978000,100
666000,978000,100
678000,978000,100
690000,978000,100
702000,978000,100
714000,978000,100
726000,978000,100
738000,978000,100
750000,978000,100
762000,978000,100
-210000,966000,100
-198000,966000,100
-186000,966000,100
-174000,966000,100
-162000,966000,100
-150000,966000,100
-138000,966000,100
-126000,966000,100
-114000,966000,100
-102000,966000,100
-90000,966000,100
-78000,966000,100
-66000,966000,100
-54000,966000,100
-42000,966000,100
-30000,966000,100
-18000,966000,100
-6000,966000,25
6000,966000,25
18000,966000,25
30000,966000,25
42000,966000,25
54000,966000,25
66000,966000,25
78000,966000,25
90000,966000,25
102000,966000,25
114000,966000,25
126000,966000,25
138000,966000,25
150000,966000,25
162000,966000,25
174000,966000,25
186000,966000,25
198000,966000,25
210000,966000,25
222000,966000,25
234000,966000,25
246000,966000,25
258000,966000,25
270000,966000,25
282000,966000,25
294000,966000,25
306000,966000,25
318000,966000,25
330000,966000,25
342000,966000,25
354000,966000,25
366000,966000,25
378000,966000,25
390000,966000,25
402000,966000,25
414000,966000,25
426000,966000,25
438000,966000,25
450000,966000,25
462000,966000,100
474000,966000,100
486000,966000,100
498000,966000,100
510000,966000,100
522000,966000,100
534000,966000,100
546000,966000,100
558000,966000,100
570000,966000,100
582000,966000,100
594000,966000,100
606000,966000,100
618000,966000,100
630000,966000,100
642000,966000,100
654000,966000,100
666000,966000,100
678000,966000,100
690000,966000,100
702000,966000,100
714000,966000,100
726000,966000,100
738000,966000,100
750000,966000,100
762000,966000,100
-210000,954000,100
-198000,954000,100
-186000,954000,100
-174000,954000,100
-162000,954000,100
-150000,954000,100
-138000,954000,100
-126000,954000,100
-114000,954000,100
-102000,954000,100
-90000,954000,100
-78000,954000,100
-66000,954000,100
-54000,954000,100
-42000,954000,100
-30000,954000,100
-18000,954000,100
-6000,954000,25
6000,954000,25
18000,954000,25
30000,954000,25
42000,954000,25
54000,954000,25
66000,954000,25
78000,954000,25
90000,954000,25
102000,954000,25
114000,954000,25
126000,954000,25
138000,954000,25
150000,954000,25
162000,954000,25
174000,954000,25
186000,954000,25
198000,954000,25
210000,954000,25
222000,954000,25
234000,954000,25
246000,954000,25
258000,954000,25
270000,954000,25
282000,954000,25
294000,954000,25
306000,954000,25
318000,954000,25
330000,954000,25
342000,954000,25
354000,954000,25
366000,954000,25
378000,954000,25
390000,954000,25
402000,954000,25
414000,954000,25
426000,954000,25
438000,954000,25
450000,954000,25
462000,954000,25
474000,954000,25
486000,954000,100
498000,954000,100
510000,954000,100
522000,954000,100
534000,954000,100
546000,954000,100
558000,954000,100
570000,954000,100
582000,954000,100
594000,954000,100
606000,954000,100
618000,954000,100
630000,954000,100
642000,954000,100
654000,954000,100
666000,954000,100
678000,954000,100
690000,954000,100
702000,954000,100
714000,954000,100
726000,954000,100
738000,954000,100
750000,954000,100
762000,954000,100
-210000,942000,100
-198000,942000,100
-186000,942000,100
-174000,942000,100
-162000,942000,100
-150000,942000,100
-138000,942000,100
-126000,942000,100
-114000,942000,100
-102000,942000,100
-90000,942000,100
-78000,942000,100
-66000,942000,100
-54000,942000,100
-42000,942000,100
-30000,942000,100
-18000,942000,25
-6000,942000,25
6000,942000,25
18000,942000,25
30000,942000,25
42000,942000,25
54000,942000,25
66000,942000,25
78000,942000,25
90000,942000,25
102000,942000,25
114000,942000,25
126000,942000,25
138000,942000,25
150000,942000,25
162000,942000,25
174000,942000,25
186000,942000,25
198000,942000,25
210000,942000,25
222000,942000,25
234000,942000,25
246000,942000,25
258000,942000,25
270000,942000,25
282000,942000,25
294000,942000,25
306000,942000,25
318000,942000,25
330000,942000,25
342000,942000,25
354000,942000,25
366000,942000,25
378000,942000,25
390000,942000,25
402000,942000,25
414000,942000,25
426000,942000,25
438000,942000,25
450000,942000,25
462000,942000,25
474000,942000,25
486000,942000,25
498000,942000,100
510000,942000,100
522000,942000,100
534000,942000,100
546000,942000,100
558000,942000,100
570000,942000,100
582000,942000,100
594000,942000,100
606000,942000,100
618000,942000,100
630000,942000,100
642000,942000,100
654000,942000,100
666000,942000,100
678000,942000,100
690000,942000,100
702000,942000,100
714000,942000,100
726000,942000,100
738000,942000,100
750000,942000,100
762000,942000,100
-210000,930000,100
-198000,930000,100
-186000,930000,100
-174000,930000,100
-162000,930000,100
-150000,930000,100
-138000,930000,100
-126000,930000,100
-114000,930000,100
-102000,930000,100
-90000,930000,100
-78000,930000,100
-66000,930000,100
-54000,930000,100
-42000,930000,100
-30000,930000,100
-18000,930000,25
-6000,930000,25
6000,930000,25
18000,930000,25
30000,930000,25
42000,930000,25
54000,930000,25
66000,930000,25
78000,930000,25
90000,930000,25
102000,930000,25
114000,930000,25
126000,930000,25
138000,930000,25
150000,930000,25
162000,930000,25
174000,930000,25
186000,930000,25
198000,930000,25
210000,930000,25
222000,930000,25
234000,930000,25
246000,930000,25
258000,930000,25
270000,930000,25
282000,930000,25
294000,930000,25
306000,930000,25
318000,930000,25
330000,930000,25
342000,930000,25
354000,930000,25
366000,930000,25
378000,930000,25
390000,930000,25
402000,930000,25
414000,930000,25
426000,930000,25
438000,930000,25
450000,930000,25
462000,930000,25
474000,930000,25
486000,930000,25
498000,930000,25
510000,930000,100
522000,930000,100
534000,930000,100
546000,930000,100
558000,930000,100
570000,930000,100
582000,930000,100
594000,930000,100
606000,930000,100
618000,930000,100
630000,930000,100
642000,930000,100
654000,930000,100
666000,930000,100
678000,930000,100
690000,930000,100
702000,930000,100
714000,930000,100
726000,930000,100
738000,930000,100
750000,930000,100
762000,930000,100
-210000,918000,100
-198000,918000,100
-186000,918000,100
-174000,918000,100
-162000,918000,100
-150000,918000,100
-138000,918000,100
-126000,918000,100
-114000,918000,100
-102000,918000,100
-90000,918000,100
-78000,918000,100
-66000,918000,100
-54000,918000,100
-42000,918000,100
-30000,918000,25
-18000,918000,25
-6000,918000,25
6000,918000,25
18000,918000,25
30000,918000,25
42000,918000,25
54000,918000,25
66000,918000,25
78000,918000,25
90000,918000,25
102000,918000,25
114000,918000,25
126000,918000,25
138000,918000,25
150000,918000,25
162000,918000,25
174000,918000,25
186000,918000,25
198000,918000,25
210000,918000,25
222000,918000,25
234000,918000,25
246000,918000,25
258000,918000,25
270000,918000,25
282000,918000,25
294000,918000,25
306000,918000,25
318000,918000,25
330000,918000,25
342000,918000,25
354000,918000,25
366000,918000,25
378000,918000,25
390000,918000,25
402000,918000,25
414000,918000,25
426000,918000,25
438000,918000,25
450000,918000,25
462000,918000,25
474000,918000,25
486000,918000,25
498000,918000,25
510000,918000,100
522000,918000,100
534000,918000,100
546000,918000,100
558000,918000,100
570000,918000,100
582000,918000,100
594000,918000,100
606000,918000,100
618000,918000,100
630000,918000,100
642000,918000,100
654000,918000,100
666000,918000,100
678000,918000,100
690000,918000,100
702000,918000,100
714000,918000,100
726000,918000,100
738000,918000,100
750000,918000,100
762000,918000,100
-210000,906000,100
-198000,906000,100
-186000,906000,100
-174000,906000,100
-162000,906000,100
-150000,906000,100
-138000,906000,100
-126000,906000,100
-114000,906000,100
-102000,906000,100
-90000,906000,100
-78000,906000,100
-66000,906000,100
-54000,906000,100
-42000,906000,100
-30000,906000,25
-18000,906000,25
-6000,906000,25
6000,906000,25
18000,906000,25
30000,906000,25
42000,906000,25
54000,906000,25
66000,906000,25
78000,906000,25
90000,906000,25
102000,906000,25
114000,906000,25
126000,906000,25
138000,906000,25
150000,906000,25
162000,906000,25
174000,906000,25
186000,906000,25
198000,906000,25
210000,906000,25
222000,906000,25
234000,906000,25
246000,906000,25
258000,906000,25
270000,906000,25
282000,906000,25
294000,906000,25
306000,906000,25
318000,906000,25
330000,906000,25
342000,906000,25
354000,906000,25
366000,906000,25
378000,906000,25
390000,906000,25
402000,906000,25
414000,906000,25
426000,906000,25
438000,906000,25
450000,906000,25
462000,906000,25
474000,906000,25
486000,906000,25
498000,906000,25
510000,906000,25
522000,906000,100
534000,906000,100
546000,906000,100
558000,906000,100
570000,906000,100
582000,906000,100
594000,906000,100
606000,906000,100
618000,906000,100
630000,906000,100
642000,906000,100
654000,906000,100
666000,906000,100
678000,906000,100
690000,906000,100
702000,906000,100
714000,906000,100
726000,906000,100
738000,906000,100
750000,906000,100
762000,906000,100
-210000,894000,100
-198000,894000,100
-186000,894000,100
-174000,894000,100
-162000,894000,100
-150000,894000,100
-138000,894000,100
-126000,894000,100
-114000,894000,100
-102000,894000,100
-90000,894000,100
-78000,894000,100
-66000,894000,100
-54000,894000,100
-42000,894000,100
-30000,894000,25
-18000,894000,25
-6000,894000,25
6000,894000,25
18000,894000,25
30000,894000,25
42000,894000,25
54000,894000,25
66000,894000,25
78000,894000,25
90000,894000,25
102000,894000,25
114000,894000,25
126000,894000,25
138000,894000,25
150000,894000,25
162000,894000,25
174000,894000,25
186000,894000,25
198000,894000,25
210000,894000,25
222000,894000,25
234000,894000,25
246000,894000,25
258000,894000,25
270000,894000,25
282000,894000,25
294000,894000,25
306000,894000,25
318000,894000,25
330000,894000,25
342000,894000,25
354000,894000,25
366000,894000,25
378000,894000,25
390000,894000,25
402000,894000,25
414000,894000,25
426000,894000,25
438000,894000,25
450000,894000,25
462000,894000,25
474000,894000,25
486000,894000,25
498000,894000,25
510000,894000,25
522000,894000,100
534000,894000,100
546000,894000,100
558000,894000,100
570000,894000,100
582000,894000,100
594000,894000,100
606000,894000,100
618000,894000,100
630000,894000,100
642000,894000,100
654000,894000,100
666000,894000,100
678000,894000,100
690000,894000,100
702000,894000,100
714000,894000,100
726000,894000,100
738000,894000,100
750000,894000,100
762000,894000,100
-210000,882000,100
-198000,882000,100
-186000,882000,100
-174000,882000,100
-162000,882000,100
-150000,882000,100
-138000,882000,100
-126000,882000,100
-114000,882000,100
-102000,882000,100
-90000,882000,100
-78000,882000,100
-66000,882000,100
-54000,882000,100
-42000,882000,100
-30000,882000,25
-18000,882000,25
-6000,882000,25
6000,882000,25
18000,882000,25
30000,882000,25
42000,882000,25
54000,882000,25
66000,882000,25
78000,882000,25
90000,882000,25
102000,882000,25
114000,882000,25
126000,882000,25
138000,882000,25
150000,882000,25
162000,882000,25
174000,882000,25
186000,882000,25
198000,882000,25
210000,882000,25
222000,882000,25
234000,882000,25
246000,882000,25
258000,882000,25
270000,882000,25
282000,882000,25
294000,882000,25
306000,882000,25
318000,882000,25
330000,882000,25
342000,882000,25
354000,882000,25
366000,882000,25
378000,882000,25
390000,882000,25
402000,882000,25
414000,882000,25
426000,882000,25
438000,882000,25
450000,882000,25
462000,882000,25
474000,882000,25
486000,882000,25
498000,882000,25
510000,882000,25
522000,882000,100
534000,882000,100
546000,882000,100
558000,882000,100
570000,882000,100
582000,882000,100
594000,882000,100
606000,882000,100
618000,882000,100
630000,882000,100
642000,882000,100
654000,882000,100
666000,882000,100
678000,882000,100
690000,882000,100
702000,882000,100
714000,882000,100
726000,882000,100
738000,882000,100
750000,882000,100
762000,882000,100
-210000,870000,100
-198000,870000,100
-186000,870000,100
-174000,870000,100
-162000,870000,100
-150000,870000,100
-138000,870000,100
-126000,870000,100
-114000,870000,100
-102000,870000,100
-90000,870000,100
-78000,870000,100
-66000,870000,100
-54000,870000,100
-42000,870000,25
-30000,870000,25
-18000,870000,25
-6000,870000,25
6000,870000,25
18000,870000,25
30000,870000,25
42000,870000,25
54000,870000,25
66000,870000,25
78000,870000,25
90000,870000,25
102000,870000,25
114000,870000,25
126000,870000,25
138000,870000,25
150000,870000,25
162000,870000,25
174000,870000,25
186000,870000,25
198000,870000,25
210000,870000,25
222000,870000,25
234000,870000,25
246000,870000,25
258000,870000,25
270000,870000,25
282000,870000,25
294000,870000,25
306000,870000,25
318000,870000,25
330000,870000,25
342000,870000,25
354000,870000,25
366000,870000,25
378000,870000,25
390000,870000,25
402000,870000,25
414000,870000,25
426000,870000,25
438000,870000,25
450000,870000,25
462000,870000,25
474000,870000,25
486000,870000,25
498000,870000,25
510000,870000,25
522000,870000,100
534000,870000,100
546000,870000,100
558000,870000,100
570000,870000,100
582000,870000,100
594000,870000,100
606000,870000,100
618000,870000,100
630000,870000,100
642000,870000,100
654000,870000,100
666000,870000,100
678000,870000,100
690000,870000,100
702000,870000,100
714000,870000,100
726000,870000,100
738000,870000,100
750000,870000,100
762000,870000,100
-210000,858000,100
-198000,858000,100
-186000,858000,100
-174000,858000,100
-162000,858000,100
-150000,858000,100
-138000,858000,100
-126000,858000,100
-114000,858000,100
-102000,858000,100
-90000,858000,100
-78000,858000,100
-66000,858000,100
-54000,858000,100
-42000,858000,100
-30000,858000,25
-18000,858000,25
-6000,858000,25
6000,858000,25
18000,858000,25
30000,858000,25
42000,858000,25
54000,858000,25
66000,858000,25
78000,858000,25
90000,858000,25
102000,858000,25
114000,858000,25
126000,858000,25
138000,858000,25
150000,858000,25
162000,858000,25
174000,858000,25
186000,858000,25
198000,858000,25
210000,858000,25
222000,858000,25
234000,858000,25
246000,858000,25
258000,858000,25
270000,858000,25
282000,858000,25
294000,858000,25
306000,858000,25
318000,858000,25
330000,858000,25
342000,858000,25
354000,858000,25
366000,858000,25
378000,858000,25
390000,858000,25
402000,858000,25
414000,858000,25
426000,858000,25
438000,858000,25
450000,858000,25
462000,858000,25
474000,858000,25
486000,858000,25
498000,858000,25
510000,858000,25
522000,858000,25
534000,858000,100
546000,858000,100
558000,858000,100
570000,858000,100
582000,858000,100
594000,858000,100
606000,858000,100
618000,858000,100
630000,858000,100
642000,858000,100
654000,858000,100
666000,858000,100
678000,858000,100
690000,858000,100
702000,858000,100
714000,858000,100
726000,858000,100
738000,858000,100
750000,858000,100
762000,858000,100
-210000,846000,100
-198000,846000,100
-186000,846000,100
-174000,846000,100
-162000,846000,100
-150000,846000,100
-138000,846000,100
-126000,846000,100
-114000,846000,100
-102000,846000,100
-90000,846000,100
-78000,846000,100
-66000,846000,100
-54000,846000,100
-42000,846000,25
-30000,846000,25
-18000,846000,25
-6000,846000,25
6000,846000,25
18000,846000,25
30000,846000,25
42000,846000,25
54000,846000,25
66000,846000,25
78000,846000,25
90000,846000,25
102000,846000,25
114000,846000,25
126000,846000,25
138000,846000,25
150000,846000,25
162000,846000,25
174000,846000,25
186000,846000,25
198000,846000,25
210000,846000,25
222000,846000,25
234000,846000,25
246000,846000,25
258000,846000,25
270000,846000,25
282000,846000,25
294000,846000,25
306000,846000,25
318000,846000,25
330000,846000,25
342000,846000,25
354000,846000,25
366000,846000,25
378000,846000,25
390000,846000,25
402000,846000,25
414000,846000,25
426000,846000,25
438000,846000,25
450000,846000,25
462000,846000,25
474000,846000,25
486000,846000,25
498000,846000,25
510000,846000,25
522000,846000,25
534000,846000,100
546000,846000,100
558000,846000,100
570000,846000,100
582000,846000,100
594000,846000,100
606000,846000,100
618000,846000,100
630000,846000,100
642000,846000,100
654000,846000,100
666000,846000,100
678000,846000,100
690000,846000,100
702000,846000,100
714000,846000,100
726000,846000,100
738000,846000,100
750000,846000,100
762000,846000,100
-210000,834000,100
-198000,834000,100
-186000,834000,100
-174000,834000,100
-162000,834000,100
-150000,834000,100
-138000,834000,100
-126000,834000,100
-114000,834000,100
-102000,834000,100
-90000,834000,100
-78000,834000,100
-66000,834000,100
-54000,834000,100
-42000,834000,25
-30000,834000,25
-18000,834000,25
-6000,834000,25
6000,834000,25
18000,834000,25
30000,834000,25
42000,834000,25
54000,834000,25
66000,834000,25
78000,834000,25
90000,834000,25
102000,834000,25
114000,834000,25
126000,834000,25
138000,834000,25
150000,834000,25
162000,834000,25
174000,834000,25
186000,834000,25
198000,834000,25
210000,834000,25
222000,834000,25
234000,834000,25
246000,834000,25
258000,834000,25
270000,834000,25
282000,834000,25
294000,834000,25
306000,834000,25
318000,834000,25
330000,834000,25
342000,834000,25
354000,834000,25
366000,834000,25
378000,834000,25
390000,834000,25
402000,834000,25
414000,834000,25
426000,834000,25
438000,834000,25
450000,834000,25
462000,834000,25
474000,834000,25
486000,834000,25
498000,834000,25
510000,834000,25
522000,834000,25
534000,834000,100
546000,834000,100
558000,834000,100
570000,834000,100
582000,834000,100
594000,834000,100
606000,834000,100
618000,834000,100
630000,834000,100
642000,834000,100
654000,834000,100
666000,834000,100
678000,834000,100
690000,834000,100
702000,834000,100
714000,834000,100
726000,834000,100
738000,834000,100
750000,834000,100
762000,834000,100
-210000,822000,100
-198000,822000,100
-186000,822000,100
-174000,822000,100
-162000,822000,100
-150000,822000,100
-138000,822000,100
-126000,822000,100
-114000,822000,100
-102000,822000,100
-90000,822000,100
-78000,822000,100
-66000,822000,100
-54000,822000,100
-42000,822000,25
-30000,822000,25
-18000,822000,25
-6000,822000,25
6000,822000,25
18000,822000,25
30000,822000,25
42000,822000,25
54000,822000,25
66000,822000,25
78000,822000,25
90000,822000,25
102000,822000,25
114000,822000,25
126000,822000,25
138000,822000,25
150000,822000,25
162000,822000,25
174000,822000,25
186000,822000,25
198000,822000,25
210000,822000,25
222000,822000,25
234000,822000,25
246000,822000,25
258000,822000,25
270000,822000,25
282000,822000,25
294000,822000,25
306000,822000,25
318000,822000,25
330000,822000,25
342000,822000,25
354000,822000,25
366000,822000,25
378000,822000,25
390000,822000,25
402000,822000,25
414000,822000,25
426000,822000,25
438000,822000,25
450000,822000,25
462000,822000,25
474000,822000,25
486000,822000,25
498000,822000,25
510000,822000,25
522000,822000,100
534000,822000,100
546000,822000,100
558000,822000,100
570000,822000,100
582000,822000,100
594000,822000,100
606000,822000,100
618000,822000,100
630000,822000,100
642000,822000,100
654000,822000,100
666000,822000,100
678000,822000,100
690000,822000,100
702000,822000,100
714000,822000,100
726000,822000,100
738000,822000,100
750000,822000,100
762000,822000,100
-210000,810000,100
-198000,810000,100
-186000,810000,100
-174000,810000,100
-162000,810000,100
-150000,810000,100
-138000,810000,100
-126000,810000,100
-114000,810000,100
-102000,810000,100
-90000,810000,100
-78000,810000,100
-66000,810000,100
-54000,810000,100
-42000,810000,25
-30000,810000,25
-18000,810000,25
-6000,810000,25
6000,810000,25
18000,810000,25
30000,810000,25
42000,810000,25
54000,810000,25
66000,810000,25
78000,810000,25
90000,810000,25
102000,810000,25
114000,810000,25
126000,810000,25
138000,810000,25
150000,810000,25
162000,810000,25
174000,810000,25
186000,810000,25
198000,810000,25
210000,810000,25
222000,810000,25
234000,810000,25
246000,810000,25
258000,810000,25
270000,810000,25
282000,810000,25
294000,810000,25
306000,810000,25
318000,810000,25
330000,810000,25
342000,810000,25
354000,810000,25
366000,810000,25
378000,810000,25
390000,810000,25
402000,810000,25
414000,810000,25
426000,810000,25
438000,810000,25
450000,810000,25
462000,810000,25
474000,810000,25
486000,810000,25
498000,810000,25
510000,810000,25
522000,810000,100
534000,810000,100
546000,810000,100
558000,810000,100
570000,810000,100
582000,810000,100
594000,810000,100
606000,810000,100
618000,810000,100
630000,810000,100
642000,810000,100
654000,810000,100
666000,810000,100
678000,810000,100
690000,810000,100
702000,810000,100
714000,810000,100
726000,810000,100
738000,810000,100
750000,810000,100
762000,810000,100
-210000,798000,100
-198000,798000,100
-186000,798000,100
-174000,798000,100
-162000,798000,100
-150000,798000,100
-138000,798000,100
-126000,798000,100
-114000,798000,100
-102000,798000,100
-90000,798000,100
-78000,798000,100
-66000,798000,100
-54000,798000,25
-42000,798000,25
-30000,798000,25
-18000,798000,25
-6000,798000,25
6000,798000,25
18000,798000,25
30000,798000,25
42000,798000,25
54000,798000,25
66000,798000,25
78000,798000,25
90000,798000,25
102000,798000,25
114000,798000,25
126000,798000,25
138000,798000,25
150000,798000,25
162000,798000,25
174000,798000,25
186000,798000,25
198000,798000,25
210000,798000,25
222000,798000,25
234000,798000,25
246000,798000,25
258000,798000,25
270000,798000,25
282000,798000,25
294000,798000,25
306000,798000,25
318000,798000,25
330000,798000,25
342000,798000,25
354000,798000,25
366000,798000,25
378000,798000,25
390000,798000,25
402000,798000,25
414000,798000,25
426000,798000,25
438000,798000,25
450000,798000,25
462000,798000,25
474000,798000,25
486000,798000,25
498000,798000,25
510000,798000,25
522000,798000,100
534000,798000,100
546000,798000,100
558000,798000,100
570000,798000,100
582000,798000,100
594000,798000,100
606000,798000,100
618000,798000,100
630000,798000,100
642000,798000,100
654000,798000,100
666000,798000,100
678000,798000,100
690000,798000,100
702000,798000,100
714000,798000,100
726000,798000,100
738000,798000,100
750000,798000,100
762000,798000,100
-210000,786000,100
-198000,786000,100
-186000,786000,100
-174000,786000,100
-162000,786000,100
-150000,786000,100
-138000,786000,100
-126000,786000,100
-114000,786000,100
-102000,786000,100
-90000,786000,100
-78000,786000,100
-66000,786000,100
-54000,786000,100
-42000,786000,25
-30000,786000,25
-18000,786000,25
-6000,786000,25
6000,786000,25
18000,786000,25
30000,786000,25
42000,786000,25
54000,786000,25
66000,786000,25
78000,786000,25
90000,786000,25
102000,786000,25
114000,786000,25
126000,786000,25
138000,786000,25
150000,786000,25
162000,786000,25
174000,786000,25
186000,786000,25
198000,786000,25
210000,786000,25
222000,786000,25
234000,786000,25
246000,786000,25
258000,786000,25
270000,786000,25
282000,786000,25
294000,786000,25
306000,786000,25
318000,786000,25
330000,786000,25
342000,786000,25
354000,786000,25
366000,786000,25
378000,786000,25
390000,786000,25
402000,786000,25
414000,786000,25
426000,786000,25
438000,786000,25
450000,786000,25
462000,786000,25
474000,786000,25
486000,786000,25
498000,786000,25
510000,786000,25
522000,786000,100
534000,786000,100
546000,786000,100
558000,786000,100
570000,786000,100
582000,786000,100
594000,786000,100
606000,786000,100
618000,786000,100
630000,786000,100
642000,786000,100
654000,786000,100
666000,786000,100
678000,786000,100
690000,786000,100
702000,786000,100
714000,786000,100
726000,786000,100
738000,786000,100
750000,786000,100
762000,786000,100
-210000,774000,100
-198000,774000,100
-186000,774000,100
-174000,774000,100
-162000,774000,100
-150000,774000,100
-138000,774000,100
-126000,774000,100
-114000,774000,100
-102000,774000,100
-90000,774000,100
-78000,774000,100
-66000,774000,100
-54000,774000,100
-42000,774000,25
-30000,774000,25
-18000,774000,25
-6000,774000,25
6000,774000,25
18000,774000,25
30000,774000,25
42000,774000,25
54000,774000,25
66000,774000,25
78000,774000,25
90000,774000,25
102000,774000,25
114000,774000,25
126000,774000,25
138000,774000,25
150000,774000,25
162000,774000,25
174000,774000,25
186000,774000,25
198000,774000,25
210000,774000,25
222000,774000,25
234000,774000,25
246000,774000,25
258000,774000,25
270000,774000,25
282000,774000,25
294000,774000,25
306000,774000,25
318000,774000,25
330000,774000,25
342000,774000,25
354000,774000,25
366000,774000,25
378000,774000,25
390000,774000,25
402000,774000,25
414000,774000,25
426000,774000,25
438000,774000,25
450000,774000,25
462000,774000,25
474000,774000,25
486000,774000,25
498000,774000,25
510000,774000,100
522000,774000,100
534000,774000,100
546000,774000,100
558000,774000,100
570000,774000,100
582000,774000,100
