objectid,ctyua19cd,ctyua19nm,ctyua19nmw,bng_e,bng_n,long,lat,st_areasha,st_lengths,_mean,_min
"30",E06000032,Luton,,"508606","222559",-0.423190000000000,51.891022000000000,44068117.799266777932644,30772.555939753896382,2.288416929271260,2.286398172378540
"31",E06000033,Southend-on-Sea,,"587777","186837",0.706923000000000,51.549171000000001,44692735.338827647268772,36478.588266339582333,3.970266481931036,3.281862258911133
"32",E06000034,Thurrock,,"562123","181590",0.334861000000000,51.509979000000001,161110777.921560287475586,71948.039755889869411,3.167617912903798,2.990663051605225
"33",E06000035,Medway,,"578207","175198",0.563174000000000,51.447719999999997,190967950.321515321731567,115739.730006115991273,2.949772672454910,2.644678831100464
"34",E06000036,Bracknell Forest,,"488169","168792",-0.733630000000000,51.411300999999995,108233672.335588261485100,57917.019137074508762,2.874478340148926,2.843209266662598
"35",E06000037,West Berkshire,,"450575","172095",-1.273640000000000,51.445591000000000,701217777.186149001121521,143114.430665935418801,2.538419663906097,2.369749307632446
"36",E06000038,Reading,,"470226","173154",-0.990710000000000,51.453018000000000,41326311.023076690733433,30503.947566670649394,2.815038486427706,2.787925004959106
"37",E06000039,Slough,,"498920","179246",-0.576170000000000,51.503502000000005,32201925.662017464637756,37004.536781352973776,3.045984353816333,2.819155454635620
"38",E06000040,Windsor and Maidenhead,,"492079","176541",-0.675410000000000,51.480339000000001,197413883.654866367578506,102626.060278227436356,2.960066648635971,2.659395456314087
"39",E06000041,Wokingham,,"476624","169902",-0.899350000000000,51.422958000000001,179124859.588281333446503,75874.001667711578193,2.834576347940713,2.659395456314087
"40",E06000042,Milton Keynes,,"486408","242308",-0.740700000000000,52.072411000000002,309327268.513173699378967,87925.407811010954902,2.549057722091675,2.542324781417847
"41",E06000043,Brighton and Hove,,"530279","106850",-0.150790000000000,50.846499999999999,86830163.538003355264664,47744.181698735737882,3.658249676108285,3.272576570510864
"42",E06000044,Portsmouth,,"465619","101352",-1.070060000000000,50.807999000000002,38681182.159073829650879,46096.796876279069693,5.421164601444551,5.391547203063965
"43",E06000045,Southampton,,"442303","113700",-1.399520000000000,50.921199999999999,51302492.457810118794441,37824.532123335855431,3.469333276345380,3.465641021728516
"44",E06000046,Isle of Wight,,"447183","85949",-1.333660000000000,50.671290999999997,380492164.757188737392426,115358.163903429434868,5.366082668304443,4.144401550292969
"45",E06000047,County Durham,,"410381","532242",-1.840500000000000,54.685130999999998,2231125517.268791675567627,264032.927495836513117,0.209892854094505,-1.625650048255920
"46",E06000049,Cheshire East,,"380510","363462",-2.292990000000000,53.167931000000003,1168796057.559896230697632,236392.416985264600953,2.287625342607498,1.659736394882202
"47",E06000050,Cheshire West and Chester,,"353097","363145",-2.702980000000000,53.163361000000002,918494056.600466609001160,226413.942405246925773,2.770020246505737,2.476090908050537
"48",E06000051,Shropshire,,"350227","302960",-2.736670000000000,52.622120000000002,3188264185.456550598144531,469624.124702053435612,2.264614152908325,1.487004637718201
"49",E06000052,Cornwall,,"212497","64493",-4.642540000000000,50.450218000000000,3581790891.000926494598389,555185.681446036789566,4.647157333515309,3.380969762802124
"50",E06000053,Isles of Scilly,,"91327","11447",-6.302170000000000,49.923320999999994,14741027.077183289453387,42490.767834919846791,8.463097434878350,8.442604064941406
"51",E06000054,Wiltshire,,"405209","158863",-1.926610000000000,51.328831000000001,3258221477.748732566833496,348922.106721655174624,2.656964457553366,2.308822393417358
"52",E06000055,Bedford,,"505721","256463",-0.454630000000000,52.196280999999999,475803430.167866408824921,115931.402375608347938,2.424780607223511,2.369200944900513
"53",E06000056,Central Bedfordshire,,"504615","234492",-0.477540000000000,51.999031000000002,709169826.973610043525696,200740.568495412240736,2.319659650325775,2.286398172378540
"54",E06000057,Northumberland,,"395322","600699",-2.075230000000000,55.300369000000003,5033705297.170210838317871,445104.766524075530469,0.776838702434260,-1.436223030090332
"55",E06000058,"Bournemouth, Christchurch and Poole",,"410815","94066",-1.848070000000000,50.746090000000002,162573149.956533759832382,94508.227057484560646,4.516000073170986,3.679877758026123
"56",E06000059,Dorset,,"370871","99796",-2.414670000000000,50.796970000000002,2491765914.431848526000977,398443.830534867243841,3.516907972448013,2.876884937286377
"57",E08000001,Bolton,,"368352","409873",-2.479520000000000,53.584492000000004,138708159.810586035251617,64700.007374182998319,2.345025026751224,1.939354062080383
"58",E08000002,Bury,,"379658","410768",-2.308800000000000,53.593102000000002,100752668.832529336214066,57024.343964007173781,2.169256731794732,1.312803745269775
"59",E08000003,Manchester,,"384591","397063",-2.233590000000000,53.470089000000002,111895372.049991399049759,69389.334244762139861,2.295980035294781,1.901213169097900
"60",E08000004,Oldham,,"396603","406784",-2.052740000000000,53.557678000000003,144009083.688842713832855,60962.516153654250957,1.164235129952431,0.427257090806961
"61",E08000005,Rochdale,,"390315","412326",-2.147840000000000,53.607410000000002,156240276.628955930471420,70324.199730631953571,1.356109135770911,0.699261307716370
"62",E08000006,Salford,,"374556","398128",-2.384850000000000,53.479270999999997,97966760.852253586053848,56607.457492669142084,2.647197125364802,2.616661071777344
"63",E08000007,Stockport,,"391806","388264",-2.124670000000000,53.391159000000002,125536175.953430086374283,56951.002107201158651,1.676303380097157,0.341182082891464
"64",E08000008,Tameside,,"394987","397995",-2.077000000000000,53.478667999999999,102159712.453144162893295,43841.721507214322628,1.164388800786890,0.341182082891464
"65",E08000009,Trafford,,"375790","391162",-2.365720000000000,53.416710000000002,108001520.134188205003738,50772.155121418029012,2.833098356179570,2.631228685379028
"66",E08000010,Wigan,,"362136","402126",-2.572470000000000,53.514450000000004,188328606.718358725309372,71520.347169040673180,2.742814540863037,2.616661071777344
"67",E08000011,Knowsley,,"344762","393778",-2.832970000000000,53.437881000000004,86257644.238019376993179,57788.903880592188216,3.332254103085476,3.002333641052246
"68",E08000012,Liverpool,,"339361","390553",-2.913640000000000,53.408298000000002,113076469.188679680228233,54743.309561288297118,3.342096613753246,3.028428077697754
"69",E08000013,St. Helens,,"353412","395992",-2.703100000000000,53.458617999999994,135955079.347707808017731,64907.641769978523371,2.990963064590193,2.689088344573975
"70",E08000014,Sefton,,"334282","398832",-2.991770000000000,53.482101000000000,153603784.075740873813629,96011.715582069111406,3.576149463653564,3.557070732116699
"71",E08000015,Wirral,,"329110","386965",-3.067010000000000,53.374778999999997,156254950.462526768445969,73355.303838982945308,3.546457619985843,3.020256996154785
"72",E08000016,Barnsley,,"429979","403327",-1.549250000000000,53.525767999999999,327231730.553473412990570,106147.881594816310098,1.024573293824991,0.094970665872097
"73",E08000017,Doncaster,,"459167","403735",-1.108940000000000,53.526969999999999,568185323.243075728416443,116466.439724589508842,2.322201192378998,2.286315679550171
"74",E08000018,Rotherham,,"447542","388980",-1.286510000000000,53.395530999999998,289185192.302456855773926,88845.363251406699419,2.024947923806465,1.735879421234131
"75",E08000019,Sheffield,,"430511","389736",-1.542540000000000,53.403579999999998,366749529.310543656349182,114173.751548163025291,1.323012530803680,0.910145640373230
"76",E08000021,Newcastle upon Tyne,,"422287","569662",-1.652970000000000,55.021011000000001,114647993.930546775460243,53458.421339343687578,2.465581419544560,1.513649940490723
"77",E08000022,North Tyneside,,"431471","570602",-1.509230000000000,55.028961000000002,83154622.553268417716026,51169.664841679790698,3.467101711644735,2.701778173446655
"78",E08000023,South Tyneside,,"435514","564057",-1.446790000000000,54.969878999999999,62745878.081937491893768,40133.917711152527772,3.139141123184535,2.244080066680908
"79",E08000024,Sunderland,,"436470","551524",-1.433440000000000,54.857189000000005,136500589.765919834375381,58504.446990135860688,2.425080101216449,1.701023578643799
"80",E08000025,Birmingham,,"408150","287352",-1.881410000000000,52.484039000000003,269026608.653708219528198,88776.343218749170774,2.675294756889343,2.627803325653076
"81",E08000026,Coventry,,"432807","279689",-1.519080000000000,52.414230000000003,99799013.658853396773338,43481.405727399338502,2.562971684372073,2.313022851943970
"82",E08000027,Dudley,,"393191","288584",-2.101710000000000,52.495128999999999,97264778.321886315941811,60125.223757091021980,2.772617698423740,2.616450786590576
"83",E08000028,Sandwell,,"399573","290764",-2.007710000000000,52.514770999999996,85222122.499114140868187,48306.248594953765860,2.875393998476147,2.616450786590576
"84",E08000029,Solihull,,"419434","281483",-1.715580000000000,52.430999999999997,177542587.905797839164734,82695.460772940117749,2.602101325988770,2.591509103775024
"85",E08000030,Walsall,,"402098","300804",-1.970440000000000,52.605029999999999,104027261.810830533504486,49836.872832422035572,2.880052454421218,2.627803325653076
"86",E08000031,Wolverhampton,,"391463","300016",-2.127460000000000,52.597881000000001,69466620.759776279330254,41126.961079346365295,2.935886215065191,2.838418960571289
"87",E08000032,Bradford,,"408395","438626",-1.873890000000000,53.843819000000003,368386843.278937041759491,113226.190390701682190,1.266049474477768,0.856169760227203
"88",E08000033,Calderdale,,"402617","424896",-1.961820000000000,53.720481999999997,367618489.551429212093353,94050.245663663285086,1.019911567370097,0.803618550300598
"89",E08000034,Kirklees,,"414586","416223",-1.780850000000000,53.642330000000001,405306353.685125768184662,106837.808448503492400,0.707382172346115,0.699261307716370
"90",E08000035,Leeds,,"432528","436384",-1.507360000000000,53.822730999999997,550578568.510784029960632,133753.100810666859616,2.144248843193054,1.807616949081421
"91",E08000036,Wakefield,,"438366","418235",-1.420920000000000,53.659222000000000,337273074.664593040943146,90373.739382219238905,1.850228468577067,1.221595048904419
"92",E08000037,Gateshead,,"420168","559658",-1.686800000000000,54.931198000000002,145563182.476312667131424,68298.607457555306610,1.878865003585815,1.513649940490723
"93",E09000001,City of London,,"532381","181359",-0.093530000000000,51.515651999999996,2505777.027861990034580,6744.959499147215865,3.723648071289063,3.723648071289063
"94",E09000002,Barking and Dagenham,,"547757","185111",0.129479000000000,51.545550999999996,36924214.339204691350460,30967.588945573199453,3.536553621292114,3.536553621292114
"95",E09000003,Barnet,,"523472","191753",-0.218210000000000,51.611079999999994,86643073.118392646312714,41838.786308640104835,3.511628837981552,3.328981161117554
"96",E09000004,Bexley,,"549203","175435",0.146227000000000,51.458228999999996,60423297.162088699638844,36180.620425930726924,3.172589281535093,2.990663051605225
"97",E09000005,Brent,,"519615","186468",-0.275680000000000,51.564411000000000,44168269.900598667562008,33233.912279626434611,3.740922183901009,3.532186269760132
"98",E09000006,Bromley,,"542036","165708",0.039246000000000,51.372669000000002,150198156.303862661123276,63033.449938273202861,2.830562203520797,2.557211875915527
"99",E09000007,Camden,,"527492","184284",-0.162890000000000,51.543059999999997,21274131.032924298197031,22056.453536345234170,3.733814905595729,3.723648071289063
"100",E09000008,Croydon,,"533922","164745",-0.077610000000000,51.365978000000005,85993776.890795022249222,46725.308266498133889,2.980757916012975,2.593685150146484
"101",E09000009,Ealing,,"517057","181960",-0.314070000000000,51.524428999999998,54712230.155123926699162,39308.276640390133252,3.620547358339248,3.532186269760132
"102",E09000010,Enfield,,"532829","196197",-0.081470000000000,51.648879999999998,83022176.266671702265739,37692.719312697714486,3.424325498656446,3.328981161117554
"103",E09000011,Greenwich,,"542508","175878",0.050107000000000,51.463928000000003,47629632.107438258826733,36587.999801602469233,3.222781656542276,3.168046712875366
"104",E09000012,Hackney,,"534560","185787",-0.060450000000000,51.554920000000003,19833986.284961815923452,21347.168188235074922,3.723648071289063,3.723648071289063
"105",E09000013,Hammersmith and Fulham,,"523867","177993",-0.217350000000000,51.487330999999998,17587229.635642260313034,20818.221943080679921,3.671478378743629,3.640727519989014
"106",E09000014,Haringey,,"531262","189349",-0.106670000000000,51.587710999999999,28655635.107380606234074,25651.955030792396428,3.724714666967591,3.723648071289063
"107",E09000015,Harrow,,"515356","189736",-0.336030000000000,51.594669000000003,51786258.011743217706680,31190.571133488785563,3.505591317261327,3.044300794601440
"108",E09000016,Havering,,"555032","187514",0.235368000000000,51.565189000000004,113836320.122514083981514,56527.172423170602997,3.275236337597888,2.934085845947266
"109",E09000017,Hillingdon,,"508166","183120",-0.441820000000000,51.536628999999998,115520674.208014607429504,55989.039759976956702,3.531463419701220,2.819155454635620
"110",E09000018,Hounslow,,"512742","174965",-0.378470000000000,51.462429000000000,55053197.953929670155048,46819.578888597359764,3.583055865197754,3.566067934036255
"111",E09000019,Islington,,"531158","184647",-0.109920000000000,51.545479000000000,15152148.948867535218596,17531.107075805859495,3.723648071289063,3.723648071289063
"112",E09000020,Kensington and Chelsea,,"525757","179053",-0.189760000000000,51.496441000000004,11701510.100527919828892,17908.013875909960916,3.664331778791561,3.474102735519409
"113",E09000021,Kingston upon Thames,,"519508","167389",-0.283670000000000,51.392959999999995,38007491.615171253681183,33047.695378637072281,3.395484929927667,3.230544567108154
"114",E09000022,Lambeth,,"531118","175629",-0.113850000000000,51.464450999999997,26699841.430258341133595,28992.797309166562627,3.475486232237571,3.474102735519409
"115",E09000023,Lewisham,,"537889","173344",-0.017330000000000,51.442310000000006,34283465.774548389017582,30696.084993907315948,3.444137731334886,3.168046712875366
"116",E09000024,Merton,,"526069","169507",-0.188670000000000,51.410567999999998,37361486.431403875350952,27902.779652863038791,3.516174535549332,2.907812595367432
"117",E09000025,Newham,,"540715","183344",0.027289000000000,51.531470999999996,36598559.545148231089115,25147.566566105924721,3.579147454959632,3.168046712875366
"118",E09000026,Redbridge,,"543511","189478",0.070071000000000,51.585892000000001,56904414.959888547658920,35940.741660093539394,3.492701627327156,3.158821821212769
"119",E09000027,Richmond upon Thames,,"519005","172650",-0.289140000000000,51.440350000000002,59203313.304786249995232,45618.587524840200786,3.610905015463621,3.200462579727173
"120",E09000028,Southwark,,"533947","175866",-0.073060000000000,51.465919000000000,30251139.138202790170908,28468.133521135427145,3.490298227843998,3.474102735519409
"121",E09000029,Sutton,,"527356","163640",-0.172270000000000,51.357559000000002,44475059.911926418542862,32956.411025819776114,3.111581801730144,2.907812595367432
"122",E09000030,Tower Hamlets,,"536343","181452",-0.036430000000000,51.515541000000006,19546971.669064134359360,21634.957564485208422,3.697416370473252,3.474102735519409
"123",E09000031,Waltham Forest,,"537327","190277",-0.018810000000000,51.594608000000001,39257107.801250934600830,28340.636734313011402,3.632871343447914,3.158821821212769
"124",E09000032,Wandsworth,,"525151","174138",-0.200230000000000,51.452399999999997,34625993.097132474184036,33953.268991286975506,3.599540479035456,3.474102735519409
"125",E09000033,Westminster,,"528268","180870",-0.152950000000000,51.512198999999995,22938487.070232443511486,22668.168970060341962,3.677901272885760,3.474102735519409
"126",E10000002,Buckinghamshire,,"482506","208561",-0.805690000000000,51.769660999999999,1574680639.709331750869751,301220.696815996547230,2.530506134033203,2.249576568603516
"127",E10000003,Cambridgeshire,,"520312","273864",-0.235060000000000,52.349659000000003,3055805826.239475250244141,366012.364067263028119,2.281018813451131,2.096771001815796
"128",E10000006,Cumbria,,"341868","527180",-2.902130000000000,54.636378999999998,6828753017.975194931030273,552617.827160005108453,1.069351866517378,-1.131830453872681
"129",E10000007,Derbyshire,,"426752","353556",-1.602100000000000,53.078578999999998,2549660380.796284675598145,372264.864454266091343,1.319061458938652,-0.022862881422043
"130",E10000008,Devon,,"283143","93085",-3.656980000000000,50.725577999999999,6585794126.788349151611328,621810.572200306225568,3.357457537121243,2.299071550369263
"131",E10000011,East Sussex,,"564123","117996",0.334559000000000,50.938048999999999,1724411101.431824922561646,220009.914277966163354,3.189037164052328,2.540705442428589
"132",E10000012,Essex,,"575270","215407",0.541060000000000,51.809818000000000,3461786415.786840438842773,589800.008011161931790,2.738707325675271,2.188653707504272
"133",E10000013,Gloucestershire,,"389595","213465",-2.152350000000000,51.819710000000001,2685060501.090146064758301,351845.763631789479405,2.597025646882899,2.249802827835083
"134",E10000014,Hampshire,,"452859","127536",-1.247350000000000,51.044739000000000,3676557917.542382240295410,481489.491216458729468,2.980760666040274,2.583686113357544
"135",E10000015,Hertfordshire,,"518883","213642",-0.276990000000000,51.808788000000000,1641520277.808192253112793,260079.229590163478861,2.546889890323986,2.169133901596069
"136",E10000016,Kent,,"590249","147268",0.721370000000000,51.192951000000001,3546362335.670883655548096,431899.024626096826978,2.836090298799368,2.484901428222656
"137",E10000017,Lancashire,,"369784","440758",-2.460910000000000,53.862159999999996,2896601041.392625808715820,457378.114878790394869,1.875627713070975,0.681196749210358
"138",E10000018,Leicestershire,,"442147","310191",-1.377900000000000,52.687790000000000,2086209822.142572164535522,300808.316361710603815,2.208175072303185,1.972292661666870
"139",E10000019,Lincolnshire,,"517984","358539",-0.238840000000000,53.111018999999999,5950013293.855055809020996,505219.024674889398739,2.174075807013163,1.895721197128296
"140",E10000020,Norfolk,,"600549","312292",0.964714000000000,52.671230000000001,5374371095.193879127502441,447100.310480221756734,2.483581762564810,2.026200294494629
"141",E10000021,Northamptonshire,,"477359","268708",-0.866680000000000,52.311050000000002,2366309702.451117038726807,302397.183063397067599,2.248088184992473,2.011840105056763
"142",E10000023,North Yorkshire,,"429509","466515",-1.550320000000000,54.093711999999996,8053157594.962205886840820,660278.369052195339464,1.054293350348699,-1.493039608001709
"143",E10000024,Nottinghamshire,,"466570","359496",-1.006560000000000,53.128502000000005,2088523829.031667232513428,306765.730033627478406,2.239605808258057,2.002740621566772
"144",E10000025,Oxfordshire,,"448985","208334",-1.291460000000000,51.771549000000000,2607088918.876744270324707,342564.406887003686279,2.541113047372727,2.210014820098877
"145",E10000027,Somerset,,"309300","131077",-3.295950000000000,51.071819000000005,3462418993.923655033111572,376729.677085693634581,3.116282571445812,2.512897968292236
"146",E10000028,Staffordshire,,"398243","334651",-2.027560000000000,52.909302000000004,2628222822.238643169403076,398317.272010394721292,2.140385823117362,0.708471715450287
"147",E10000029,Suffolk,,"608219","266120",1.049190000000000,52.253848999999995,3826791438.018791675567627,442963.364862998772878,2.482698316574097,2.158098697662354
"148",E10000030,Surrey,,"515966","153408",-0.339110000000000,51.268028000000001,1667746807.985390186309814,228066.788736323738704,2.904555439949036,2.593685150146484
"149",E10000031,Warwickshire,,"429584","253588",-1.568740000000000,52.179770999999995,1974608059.917758941650391,332480.719434151076712,2.408494080815996,2.106660842895508
"150",E10000032,West Sussex,,"508316","118010",-0.459330000000000,50.951340000000002,1997465440.188310384750366,269562.453809981467202,3.351980192320688,2.627287149429321
"151",E10000034,Worcestershire,,"385792","257203",-2.209350000000000,52.212872000000004,1743379749.936797380447388,306514.861806338827591,2.615844451464139,2.336899995803833
"152",N09000001,Antrim and Newtownabbey,,"130813","541285",-6.177600000000000,54.693859000000003,725800900.120229721069336,145231.019636579119833,2.953607225418091,2.502279520034790
"153",N09000002,"Armagh City, Banbridge and Craigavon",,"112110","508158",-6.434550000000000,54.386699999999998,1436130448.752727985382080,200894.669391744886525,3.108936680687798,2.533065080642700
"154",N09000003,Belfast,,"146465","529747",-5.925350000000000,54.598530000000004,137794023.258212745189667,55370.610909432980407,3.165965339756101,2.820941686630249
"155",N09000004,Causeway Coast and Glens,,"106168","581420",-6.599600000000000,55.039619000000002,1985252734.928575754165649,285674.037232753937133,2.770507923762004,2.360038518905640
"156",N09000005,Derry City and Strabane,,"51779","559566",-7.420640000000001,54.809039999999996,1246637562.276835918426514,232729.547862668143352,2.623729348182678,2.062751770019531
"157",N09000006,Fermanagh and Omagh,,"41233","513013",-7.527100000000000,54.385207999999999,3009094379.020780563354492,353603.406453790492378,2.408175338398327,1.983046054840088
"158",N09000007,Lisburn and Castlereagh,,"138712","518920",-6.035450000000000,54.497520000000002,511681221.176644861698151,133181.944090700329980,2.970747590065002,2.820941686630249
"159",N09000008,Mid and East Antrim,,"133943","560151",-6.146450000000000,54.864620000000002,1064497440.110960841178894,198438.995199782453710,2.532515900475638,2.214250087738037
"160",N09000009,Mid Ulster,,"83920","528564",-6.888900000000000,54.552731000000001,1960344170.379375934600830,267949.605613360356074,2.863739512183450,2.056303501129150
"161",N09000010,"Newry, Mourne and Down",,"133006","480432",-6.088909999999999,54.149529000000001,1686596198.000091791152954,292916.734120240609627,3.222853788962731,2.598559617996216
"162",N09000011,Ards and North Down,,"164321","524944",-5.645680000000000,54.564090999999998,568030925.637652277946472,133209.664417328662239,5.535387635231018,4.321337699890137
"163",S12000005,Clackmannanshire,,"291159","696335",-3.753440000000000,56.147239999999996,159232895.883790910243988,73844.843820300506195,0.522141805290557,0.037515401840210
"164",S12000006,Dumfries and Galloway,,"270645","579856",-4.028630000000000,55.096210000000006,6445067231.400824546813965,689568.881058480706997,1.672846215415974,-0.573095321655273
"165",S12000008,East Ayrshire,,"255398","624935",-4.290570000000000,55.496738000000001,1272832615.866742134094238,276686.020027804421261,0.751998911798000,0.159642562270164
"166",S12000010,East Lothian,,"354854","672351",-2.724350000000000,55.942070000000001,678543757.356971502304077,149493.883282036666060,0.902328908443451,0.299658119678497
"167",S12000011,East Renfrewshire,,"251929","653115",-4.360600000000000,55.748680000000000,175683611.934489518404007,75237.121953898589709,1.140654561790833,0.919217348098755
"168",S12000013,Na h-Eileanan Siar,,"126473","932862",-6.657220000000000,58.199379000000000,3032017857.163597583770752,1645313.850097905844450,3.267258266607920,1.915114879608154
"169",S12000014,Falkirk,,"289661","679536",-3.770600000000000,55.996040000000001,296706694.664370059967041,117083.001035295063048,0.636437803506851,0.567027091979980
"170",S12000017,Highland,,"241018","858292",-4.661029999999999,57.586570999999999,26291797787.242053985595703,2890481.753874089568853,-0.062887826931898,-3.907847166061401
"171",S12000018,Inverclyde,,"227922","670894",-4.753870000000000,55.900298999999997,162448990.871006757020950,61139.273128549299145,1.900787750469082,1.267830729484558
"172",S12000019,Midlothian,,"330088","659217",-3.117380000000000,55.821110000000004,354813985.934277892112732,110233.841227705401252,0.454449381679296,-0.075565643608570
"173",S12000020,Moray,,"328024","843593",-3.201870000000000,57.476830000000000,2243947309.854639530181885,356102.199807528755628,-0.812966436147690,-3.977110385894775
"174",S12000021,North Ayrshire,,"228996","651640",-4.724600000000000,55.727890000000002,881524981.311452627182007,255382.280553559627151,2.369393289089203,1.469258546829224
"175",S12000023,Orkney Islands,,"348293","1006584",-2.900250000000000,58.943339999999999,1007307595.378625154495239,771549.450005118269473,4.069041156768799,2.145851135253906
"176",S12000026,Scottish Borders,,"345891","626135",-2.858660000000000,55.525939999999999,4744516442.431122779846191,430160.735812935803551,0.079714323887054,-1.040293693542480
"177",S12000027,Shetland Islands,,"434516","1180307",-1.373440000000000,60.504950999999998,1450896786.593483924865723,1192520.730991806834936,2.790245402943004,1.304696559906006
"178",S12000028,South Ayrshire,,"226545","596271",-4.728990000000000,55.230079999999994,1224445262.452925443649292,252777.689114425797015,2.255303515328301,1.239437699317932
"179",S12000029,South Lanarkshire,,"284634","636071",-3.832720000000000,55.604530000000004,1771731535.885147571563721,247208.200571148074232,0.300065364533414,-0.435950726270676
"180",S12000030,Stirling,,"255980","708769",-4.325950000000000,56.249530999999998,2261949444.644690513610840,290565.862807730096392,-0.211350200076898,-1.657869696617126
"181",S12000033,Aberdeen City,,"387763","808479",-2.203980000000000,57.166969000000002,185416317.160673081874847,88078.511069882282754,1.081402864010581,-0.036378283053637
"182",S12000034,Aberdeenshire,,"352284","816277",-2.792080000000000,57.234692000000003,6324833100.323132514953613,561629.313650337047875,-1.030509611464698,-5.083244800567627
"183",S12000035,Argyll and Bute,,"200740","715443",-5.221140000000000,56.289439999999999,7088548938.742945671081543,2037905.697795071871951,2.169178891031502,-0.876050174236298
